sentence,label,label_name
The value of the orders is over EUR 10mn .,1,neutral
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",1,neutral
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",1,neutral
Following the increase the company+óEUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,1,neutral
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,1,neutral
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,1,neutral
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0,negative
The deal was worth about EUR 1.2 mn .,1,neutral
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,0,negative
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",1,neutral
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,2,positive
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1,neutral
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,2,positive
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1,neutral
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",2,positive
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",1,neutral
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",1,neutral
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,2,positive
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",1,neutral
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",1,neutral
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",1,neutral
The sellers were the founders of the company .,1,neutral
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",1,neutral
"In 2009 , it reported net sales of approximately EUR 6mn .",1,neutral
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",0,negative
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",1,neutral
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,2,positive
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",1,neutral
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",1,neutral
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1,neutral
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",1,neutral
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",2,positive
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",0,negative
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",1,neutral
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",1,neutral
Scanfil has also issued a profit warning .,0,negative
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",1,neutral
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",2,positive
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",2,positive
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",1,neutral
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",1,neutral
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",2,positive
"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",1,neutral
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",2,positive
The corrected chapter is in its entirety below .,1,neutral
The aim is to achieve EUR 2.5 mn yearly savings .,2,positive
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",1,neutral
"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",2,positive
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,1,neutral
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",1,neutral
"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",1,neutral
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",1,neutral
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",2,positive
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",1,neutral
The financial details of the acquisition were not disclosed .,1,neutral
"The final price will be specified by 14 May 2010 , the acquiring company said .",1,neutral
The fine print is here .,1,neutral
The diesel margin has remained high .,2,positive
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,1,neutral
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2,positive
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",2,positive
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",0,negative
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",1,neutral
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",2,positive
"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",1,neutral
"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",1,neutral
"The technology will become available to businesses from the fourth quarter , Nokia said .",1,neutral
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",1,neutral
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,0,negative
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",1,neutral
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",0,negative
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,2,positive
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",1,neutral
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",2,positive
The number of bodily injury cases quadrupled in 2000-2006 .,0,negative
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,2,positive
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",1,neutral
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,1,neutral
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,1,neutral
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",1,neutral
"It is necessary to strengthen the company 's operations , however .",1,neutral
No planned closing date was provided .,1,neutral
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",1,neutral
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",2,positive
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",1,neutral
The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,1,neutral
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1,neutral
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0,negative
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,1,neutral
No financial or pricing details were disclosed .,1,neutral
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",1,neutral
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,2,positive
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,0,negative
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",0,negative
"The company operates worldwide and employs in total approximately 47,000 persons .",1,neutral
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",1,neutral
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",1,neutral
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1,neutral
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",1,neutral
It 's not .,1,neutral
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,1,neutral
The value of the orders is over EUR 25mn .,1,neutral
"- Demand for fireplace products was lower than expected , especially in Germany .",0,negative
The technology park will be built near St. Petersburg-based Pulkovo airport .,1,neutral
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",1,neutral
The acquisition is expected to improve access to chrome ore resources in Turkey .,2,positive
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",2,positive
`` It allows the young child to move forward with his life . '',2,positive
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",0,negative
The shares subscribed will be eligible for trade on the following day from the registration .,1,neutral
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,0,negative
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",1,neutral
Philips was not available to comment on the report .,1,neutral
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",0,negative
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",1,neutral
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",1,neutral
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",1,neutral
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",2,positive
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",1,neutral
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",1,neutral
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",1,neutral
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,1,neutral
"Furthermore , our fully electrically driven cranes are environmentally friendly .",2,positive
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",2,positive
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",2,positive
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,1,neutral
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",1,neutral
"Department store sales improved by 14 % to EUR 1,070.6 mn .",2,positive
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",0,negative
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",1,neutral
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0,negative
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",2,positive
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,1,neutral
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0,negative
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,1,neutral
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",2,positive
The final outcome of the rights offering is to be reported around 23 October 2009 .,1,neutral
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",1,neutral
Completion of the transaction is subject to a final agreement and a Due Diligence process .,1,neutral
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",1,neutral
The value of orders on hand totaled EUR 237.1 mn .,1,neutral
"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",1,neutral
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",2,positive
"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties .",1,neutral
`` It wo n't happen overnight .,1,neutral
Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,1,neutral
Saunalahti is a part of the Elisa group .,1,neutral
Nordic Walking was first used as a summer training method by cross-country skiers .,1,neutral
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",0,negative
`` We 've been feeling quite positive about the region as a whole .,2,positive
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,2,positive
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,0,negative
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,1,neutral
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",1,neutral
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",1,neutral
It is now the leading private road ambulance service company in Finland .,2,positive
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",1,neutral
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",2,positive
The office space will rise above the remodeled Cannon Street underground station .,1,neutral
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",2,positive
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",1,neutral
"The parties have also agreed that L+ñnnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",1,neutral
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",2,positive
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",1,neutral
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,1,neutral
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",2,positive
The acquisition is expected to take place by the end of August 2007 .,1,neutral
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",2,positive
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",1,neutral
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,1,neutral
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,1,neutral
Sales by Seppala diminished by 6 per cent .,0,negative
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",1,neutral
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",1,neutral
"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",2,positive
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",0,negative
Strategic and operational business information is objectively reported .,1,neutral
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1,neutral
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",1,neutral
Net loss in the same period in 2009 was euro18 .6 million .,1,neutral
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,1,neutral
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1,neutral
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",2,positive
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",0,negative
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0,negative
The company expects sales revenue of RMB8 .0 billion in 2009 .,1,neutral
The value of the firm 's forestry holdings increased by SEK 3.6 bn .,2,positive
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",2,positive
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,2,positive
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",2,positive
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",2,positive
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",2,positive
The operating margin came down to 2.4 % from 5.7 % .,0,negative
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,1,neutral
The total value of these two contracts is over EUR 21 million .,1,neutral
The group 's net sales in 2007 were EUR683 .6 m.,1,neutral
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",1,neutral
No service pricing details were disclosed .,1,neutral
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",2,positive
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",1,neutral
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,2,positive
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",1,neutral
The company said it estimates to make a slight profit thanks to cost-cutting measures .,2,positive
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,1,neutral
Uponor improved its performance in spite of the decrease in residential construction in the US .,2,positive
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,0,negative
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,1,neutral
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,2,positive
Active shipping is essential for Finland .,1,neutral
The idea of saving electricity in data transfer is still a new one .,1,neutral
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2,positive
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0,negative
Yakima created the position for him after emerging from economic downturns of its own .,1,neutral
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",1,neutral
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",1,neutral
The forecast for 2012 is 3.3 % .,1,neutral
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",0,negative
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,2,positive
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",1,neutral
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",1,neutral
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",2,positive
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",2,positive
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",1,neutral
"For 2009 , Incap expects revenue of some EUR 70 million .",1,neutral
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",2,positive
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1,neutral
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",1,neutral
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",1,neutral
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,1,neutral
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,0,negative
Financial terms were not disclosed .,1,neutral
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,0,negative
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",1,neutral
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,1,neutral
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",1,neutral
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",2,positive
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",1,neutral
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",2,positive
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0,negative
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",2,positive
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",2,positive
Status : Agreed,1,neutral
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,0,negative
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",1,neutral
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,1,neutral
All depends on financing .,1,neutral
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,1,neutral
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",2,positive
Financing of the project will come mainly from China .,1,neutral
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",1,neutral
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",1,neutral
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,1,neutral
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,1,neutral
The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,1,neutral
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",1,neutral
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",2,positive
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1,neutral
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",1,neutral
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",2,positive
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",2,positive
The transaction is expected to be finalized by Dec 2009 .,1,neutral
"says Brian Burton , Head of IT Security , Vodafone UK .",1,neutral
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",1,neutral
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",0,negative
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",2,positive
The beers differ slightly from mainstream beers .,1,neutral
